,aacode,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEER,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,dwage9x,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1314
3680,L5176524,1,1,133.5856198,161.6386,5400,12561.11111,1.62,1.53,1.21,26904,25749,1693.91,192.43,829.22,617.26,55,3,3,0,0,1,0,6,3,58.62,2,58.62,2,9,1,2,3,4,3,1,1,2,1,5,3,1,1,1,4,4,1,0,0,0,0,3,598
3681,L5176803,0,2,0,0,5800,9012.5,1.2,1.2,1.07,15485,16615,1199.73,185.38,465.03,500.46,48.86,3,3,0,0,1,0,3,2,69.09,1,69.09,1,9,1,4,3,5,3,1,1,1,2,3,3,1,1,1,3,3,0,1,0,0,0,2,357
3682,L5176807,0,4,0,0,24000,31849.55752,2.26,1.99,1.32,97783,95980,3640.89,109.24,2379.86,1096.12,55.67,1,1,0,0,1,0,10,8,54.52,2,54.52,2,9,1,1,4,3,5,1,1,2,1,5,3,1,1,2,4,5,1,0,0,0,0,3,2800
3683,L5176811,0,4,0,0,22800,43778.33333,1.2,1.2,1.07,77465,75334,1679.78,124.23,766.48,744.58,44.49,1,1,0,0,1,1,10,10,64.48,2,64.48,2,9,1,1,4,8,5,1,1,1,2,1,3,1,1,1,3,3,0,0,0,0,0,3,2017
3684,L5176814,0,3,0,0,0,41991.37931,0.58,0.67,0.82,25461,24355,995.47,86.12,526.49,349.54,33.32,1,1,0,0,1,1,5,9,56.5,2,56.5,2,9,1,1,4,6,3,1,1,2,2,2,7,3,1,4,5,1,1,1,1,0,0,3,3004
3685,L5176817,0,2,0,0,4940,7978.333333,1.2,1.2,1.07,14767,14514,1054.19,136.8,319.6,519.01,78.78,3,88,0,0,1,0,2,1,73.66,1,73.66,1,9,0,4,5,6,2,1,2,1,2,-9,3,1,1,1,2,3,1,1,0,0,0,2,444
3686,L5176819,0,3,0,0,4992,15530,1,1,1,21833,20522,923.67,108.35,312.75,463.66,38.91,1,1,0,0,1,0,4,4,74.13,1,74.13,1,9,1,4,2,8,3,1,1,3,2,3,2,1,1,4,5,2,0,0,0,0,0,4,893
3687,L5176820,0,4,0,0,0,31723,1,1,1,33198,31723,1665,141.47,1045.34,439.28,38.91,1,1,0,0,1,0,7,8,52.9,3,52.9,3,9,1,1,4,3,4,1,1,2,2,3,2,1,1,4,5,2,0,0,0,0,0,3,2523
3688,L5177806,0,4,0,0,8700,25910,1,1,1,35935,34610,1334.56,177.13,673.49,422.57,61.37,1,1,0,0,0,0,7,7,49.88,3,49.88,3,9,0,1,2,8,2,2,2,2,1,-9,1,1,1,3,2,2,0,0,0,0,0,3,2858
3689,L5177808,0,3,0,0,3084.4026,27207.99783,1.2,1.2,1.07,36893,35734,1292.15,210.36,564.08,473.22,44.49,1,1,0,0,1,0,8,7,62.69,2,62.69,2,9,1,2,2,5,3,1,1,3,2,2,3,1,1,1,3,3,0,0,0,0,0,3,1173
3690,L5177817,0,3,0,0,9600,20481,1,1,1,31572,30081,1108.51,143.56,451.54,474.5,38.91,1,1,0,0,0,1,7,5,69.58,1,69.58,1,9,1,1,2,9,4,1,1,2,2,3,1,1,1,3,2,2,0,0,0,0,0,3,2734
3691,L5178101,0,4,0,0,0,32519,1,1,1,34066,32519,1490.17,129.94,872.61,448.71,38.91,1,1,0,0,1,0,7,8,56.75,2,56.75,2,9,1,1,3,4,4,1,1,2,1,4,2,3,1,5,6,2,1,1,0,0,0,3,3352
3692,L5178106,0,3,0,0,6300,30817,1,1,1,37117,37117,1217.98,359.49,456.12,337.12,65.25,2,2,0,0,0,0,8,8,41.26,3,41.26,3,9,0,2,6,5,1,1,2,2,1,-9,1,1,1,3,3,2,0,0,0,0,0,3,1706
3693,L5178108,0,3,0,0,6240,20172,1,1,1,27615,26412,1111.88,143.24,461.28,468.45,38.91,1,1,0,0,0,1,6,5,64.76,2,64.76,2,9,1,1,2,5,4,1,1,1,2,1,1,1,1,3,4,2,0,0,0,0,0,3,2081
3694,L5178111,0,3,0,0,5040,18446.66667,1.2,1.2,1.07,28207,27176,907.22,177.78,211.42,469.16,48.86,3,3,0,0,1,0,6,5,77.07,1,77.07,1,9,1,4,5,6,2,1,1,1,1,5,3,1,1,1,2,3,0,0,0,0,0,4,319
3695,L5178113,0,3,0,0,5232,21541.84783,1.84,1.66,1.21,46072,44869,1107.46,169.07,351.75,536.55,50.09,1,1,0,0,1,0,9,6,71.91,1,71.91,1,9,1,4,1,7,3,1,1,1,2,4,1,1,1,2,5,4,0,0,0,0,0,4,402
3696,L5178114,0,3,0,0,4384.615385,27839.38462,1,1,1,33255,32224,851.14,171.52,338.05,302.66,38.91,1,1,0,0,1,0,7,7,63.76,2,63.76,2,9,1,4,5,6,1,1,1,1,3,2,1,1,1,3,5,2,1,0,0,0,0,4,465
3697,L5178116,0,2,0,0,5376,10347.88732,1.42,1.33,1.07,21101,20070,1221.33,154.48,474.67,543.32,48.86,3,3,0,0,0,0,4,2,70.07,1,70.07,1,9,1,4,3,5,3,1,1,3,2,4,5,1,1,2,3,3,0,0,0,0,0,4,648
3698,L5178117,0,3,0,0,0,21791.37931,0.58,0.67,0.82,14057,12639,1032.58,127.74,519.14,352.38,33.32,1,1,0,0,0,1,2,6,61.89,2,61.89,2,9,1,1,4,8,4,1,1,2,2,1,6,1,2,3,3,1,0,0,0,0,0,3,2892
3699,L5178120,0,3,0,0,6000,31705.83333,1.2,1.2,1.07,45422,44047,1239.22,144.54,564.24,485.95,44.49,1,1,0,0,1,0,9,8,66.8,2,66.8,2,9,1,2,4,8,3,1,1,2,2,4,3,1,1,1,3,3,0,0,0,0,0,3,3089
3700,L5178121,0,2,0,0,15060,7268.367347,0.98,1.07,1.07,18595,22183,940.07,146.95,281.97,466.66,44.49,1,1,0,0,1,0,5,1,74.28,1,74.28,1,9,1,2,4,9,3,1,1,1,2,4,4,1,1,1,2,3,0,1,1,0,0,1,1238
3701,L5178122,0,3,0,0,0,28324.13793,0.58,0.67,0.82,17330,16428,821.73,106.6,411.43,270.38,33.32,1,1,0,0,1,0,3,7,65.35,2,65.35,2,9,1,1,3,6,2,1,1,1,2,4,7,3,1,5,6,1,0,1,0,0,0,3,2612
3702,L5178124,0,4,0,0,2400,41165.51724,0.58,0.67,0.82,27436,26276,1053.76,137.39,548.51,334.54,33.32,1,1,0,0,0,1,6,9,55.86,2,55.86,2,9,1,1,4,6,3,1,1,1,1,2,6,1,1,3,3,1,0,0,0,0,0,3,3842
3703,L5179203,0,4,0,0,13491.27693,62174.76922,1.2,1.2,1.07,90148,88101,2134.61,299.14,1073.34,717.64,44.49,1,1,0,0,1,1,10,10,52.22,3,52.22,3,9,1,1,2,2,5,1,1,3,1,1,3,1,1,1,4,3,0,0,0,0,0,3,2301
3704,L5179213,1,1,269.2674766,288.1162,4525,6936.619718,1.42,1.33,1.07,14820,14375,1643.1,201.79,821.09,574.73,45.49,1,3,1,1,1,0,2,1,64.05,2,64.05,2,9,1,3,2,6,5,1,1,3,1,1,5,1,1,2,4,3,1,1,0,0,0,2,495
3705,L5179214,0,3,0,0,4000,30170,1,1,1,35115,34170,1056.63,153.9,418.99,441.02,42.72,3,3,0,0,0,0,7,8,69.39,1,69.39,1,9,1,3,2,6,3,1,1,3,2,4,1,1,1,3,3,2,0,0,0,0,0,4,482
3706,L5179218,0,3,0,0,2780.491073,18221.56712,0.58,0.67,0.82,14058,13349,819.18,137.37,346.78,282.84,52.19,1,88,0,0,1,0,2,5,63.47,2,63.47,2,9,0,1,5,8,1,1,2,2,3,-9,7,1,1,4,5,1,0,1,0,0,0,3,1206
3707,L5179219,0,3,0,0,4940,40653,1,1,1,46538,45593,1063.88,160.18,416.31,444.67,42.72,3,3,0,0,1,0,9,9,72.11,1,72.11,1,9,1,3,2,6,3,1,1,1,2,4,2,1,1,4,5,2,0,0,0,0,0,4,469
3708,L5179220,0,3,0,0,4940,17461.875,1.6,1.6,1.32,33981,32879,1167.19,223.25,320,568.27,55.67,1,1,0,0,1,0,7,4,71.89,1,71.89,1,9,1,3,2,6,3,1,1,1,2,4,3,1,2,1,3,5,0,0,0,0,0,4,455
3709,L5179222,0,3,0,0,0,37412.14286,1.4,1.4,1.21,53637,52377,1187.79,157.08,292.77,684.02,53.92,2,2,0,0,1,0,9,9,75.93,1,75.93,1,9,1,4,3,9,3,1,1,1,2,4,3,1,2,1,3,4,0,0,0,0,0,4,340
3710,L5179224,0,3,0,0,6600,30862,1,1,1,30862,37462,1159.4,185.75,606.83,327.91,38.91,1,1,0,0,1,0,8,8,63.3,2,57.68,2,9,1,2,4,8,3,1,1,2,2,1,2,3,2,4,6,2,0,1,1,0,0,3,1962
3711,L5179227,0,3,0,0,8400,35757.69231,0.78,0.87,1,37117,36291,1024.32,136.6,449.38,396.46,41.88,2,2,0,0,1,0,8,9,68.85,1,68.85,1,9,1,2,4,9,2,1,1,2,1,5,4,1,1,1,3,2,0,0,0,0,0,3,8273
3712,L5179228,0,3,0,0,5760,20788.93805,2.26,1.99,1.32,54003,52743,1653.24,471.78,549.84,561.01,70.61,1,88,0,0,0,0,9,6,45.23,3,45.23,3,9,0,4,3,8,3,1,2,2,1,-9,3,1,1,2,4,5,0,0,0,0,0,4,819
3713,L6000307,0,4,0,0,1440,16696.55172,0.58,0.67,0.82,11868,11124,1270.35,127.88,727.87,378.36,36.24,2,2,1,1,1,0,1,4,58.21,2,58.21,2,1,1,1,5,4,2,1,1,1,3,3,7,1,1,4,5,1,0,1,1,0,0,1,7005
3714,L6000314,0,4,0,0,3744,24103.44828,0.58,0.67,0.82,13980,17724,1276.67,123.06,782.41,338.09,33.11,1,1,0,0,1,1,4,6,50.43,3,50.43,3,1,1,4,2,2,3,1,1,3,1,3,7,3,1,4,5,1,1,1,0,0,0,2,1129
3715,L6000317,0,4,0,0,3120,21912.85714,1.4,1.4,1.21,35286,33798,1628.87,167.04,671.47,740.58,49.78,1,1,0,0,1,1,7,6,70.27,1,70.27,1,1,1,1,3,5,5,1,1,1,2,5,3,1,1,1,3,4,0,0,0,0,0,3,2380
3716,L6001207,0,2,0,0,5400,12567.28395,1.62,1.53,1.21,26696,25759,1093.68,174.07,404.93,464.9,49.78,1,1,0,0,1,0,6,3,68.42,2,68.42,2,1,1,1,3,8,2,1,1,2,2,3,3,1,1,1,3,4,0,0,0,0,0,3,2187
3717,L6001208,0,3,0,0,3484,30387.93103,0.58,0.67,0.82,17789,21109,625.11,90.18,253.06,235.01,46.86,3,88,0,0,1,0,5,8,78.13,1,78.13,1,1,0,4,5,9,1,1,3,1,3,-9,7,3,1,4,5,1,1,1,0,0,0,2,1348
3718,L6001211,0,4,0,0,0,35082.75862,0.58,0.67,0.82,21152,20348,1371.36,105.48,795.21,434.56,36.11,3,3,0,0,0,1,4,9,63.6,2,63.6,2,1,1,2,2,3,5,1,1,3,2,5,6,1,1,3,4,1,0,0,0,0,0,3,963
3719,L6001212,0,2,0,0,4800,13252.5,1.2,1.2,1.07,21775,20703,1317.92,167.27,604.53,501.9,44.22,1,1,0,0,1,0,4,3,66.09,2,66.09,2,1,1,1,2,4,3,1,1,1,1,3,3,1,1,1,2,3,0,0,0,0,0,3,2195
3720,L6001214,0,2,0,0,4316,8908,1,1,1,14296,13224,865.25,132.54,431.78,258.61,42.32,2,2,0,0,1,0,2,2,78.78,1,72.54,1,1,1,4,1,9,2,1,1,2,2,5,5,3,1,3,6,2,1,1,0,0,0,2,930
3721,L6001215,0,3,0,0,3150,18010,1.2,1.2,1.07,23540,24762,1192.09,161.04,493.25,489.57,48.23,3,3,0,0,1,0,5,5,70.15,1,70.15,1,1,1,3,1,5,2,1,1,1,2,5,3,1,1,1,4,3,1,1,0,0,0,2,424
3722,L6001216,0,3,0,0,13200,62339,1,1,1,77504,75539,1139.17,119,433.87,547.63,38.67,1,1,0,0,0,1,10,10,78,1,78,1,1,1,1,4,9,5,1,1,1,2,5,1,1,1,3,4,2,0,0,0,0,0,3,3200
3723,L6001217,1,1,383.24,383.24,3500,13646.15385,0.78,0.87,1,13562,14144,1649.58,251.9,958.79,384.22,54.67,3,3,1,1,1,0,2,3,43.98,3,43.98,3,1,0,4,2,4,2,1,3,2,2,5,4,1,1,1,2,2,0,1,0,0,0,2,314
3724,L6001218,1,1,19.03190083,23.0286,1146.758539,7772.957316,1.84,1.66,1.21,16521,15449,1555.3,294.78,568.01,622.22,70.29,3,88,0,1,1,0,3,1,53.11,3,53.11,3,1,1,1,3,5,3,1,3,3,2,2,3,3,1,2,4,4,1,1,0,0,0,3,1898
3725,L6001219,0,3,0,0,0,27092,1,1,1,28164,27092,1117.29,123.73,494.83,460.06,38.67,1,1,0,0,1,1,6,7,65.05,2,65.05,2,1,1,1,3,5,4,1,1,1,2,5,5,1,1,3,5,2,0,0,0,0,0,3,1860
3726,L6001222,0,3,0,0,3700,14000,0.58,0.67,0.82,12624,11820,759.28,107.87,424.5,190.8,36.11,3,3,0,0,1,0,2,3,76.11,1,68.57,1,1,1,4,2,4,1,1,1,1,2,5,7,3,1,5,6,1,1,1,0,0,0,2,393
3727,L6001228,0,2,0,0,2800,5850,1,1,1,5850,8650,990.71,131.5,450.74,366.29,42.18,3,3,1,1,1,0,1,1,68.32,2,68.32,2,1,1,3,2,5,1,1,1,1,2,5,1,3,1,3,4,2,1,1,0,0,0,4,395
3728,L6004310,0,2,0,0,3290,10314.10256,0.78,0.87,1,8045,11335,1127.93,99.62,535.02,451.11,42.18,3,3,1,0,1,0,2,2,66.78,2,66.78,2,1,1,4,2,7,2,1,1,1,2,5,4,2,1,1,2,2,1,1,0,0,0,2,697
3729,L6004320,1,1,157.22,157.22,4524,8093,1,1,1,13421,12617,1423.56,130.75,810.61,439.88,42.32,2,2,1,1,0,0,2,1,60.83,2,60.83,2,1,1,2,1,5,3,1,1,2,1,5,4,1,1,2,3,2,0,1,0,0,1,1,835
3730,L6004328,0,3,0,0,10800,21871,1,1,1,34100,32671,978.3,127.82,439.13,372.68,38.67,1,1,0,0,0,0,7,6,68.65,1,68.64,1,1,1,1,4,9,2,1,1,1,2,4,1,1,1,3,3,2,0,0,0,0,0,3,2312
3731,L6006003,0,2,0,0,2400,6696,1,1,1,7896,9096,1250.4,99.12,543.32,565.78,42.18,3,3,1,1,1,1,1,1,66.8,2,66.8,2,1,1,4,3,4,4,1,1,1,1,5,5,3,1,3,5,2,1,1,0,0,0,4,469
3732,L6006006,0,4,0,0,4400,21274,1,1,1,26746,25674,1316.69,99.04,641.62,533.85,42.18,3,3,0,0,0,0,6,6,69.52,1,69.52,1,1,1,4,3,5,3,1,1,1,2,5,5,1,1,2,4,2,0,1,0,0,0,4,467
3733,L6006007,0,4,0,0,0,32384.48276,0.58,0.67,0.82,19587,18783,1142.9,104.7,580.8,421.16,36.24,2,2,0,0,1,1,4,8,62.56,2,62.56,2,1,1,1,3,4,3,1,1,2,2,5,6,1,1,3,4,1,1,1,1,0,0,3,2972
3734,L6006009,0,4,0,0,1824,28899,1,1,1,32152,30723,1726.46,145.38,1105.34,437.07,38.67,1,1,0,0,1,0,7,8,51.71,3,51.71,3,1,1,1,3,6,3,1,1,2,2,3,2,3,1,4,5,2,1,0,0,0,0,3,2568
3735,L6006011,0,3,0,0,3350,14196.55172,0.58,0.67,0.82,11400,11584,716.5,100.03,426.81,156.55,33.11,1,1,0,0,1,0,2,3,73.9,1,66.15,2,1,1,4,3,4,1,1,1,1,2,5,7,3,1,4,5,1,1,1,0,0,0,4,1353
3736,L6006013,0,4,0,0,4344,30848.33333,1.2,1.2,1.07,42434,41362,1431.45,162.01,621.13,604.09,44.22,1,1,0,0,1,0,8,8,64.34,2,64.34,2,1,1,1,2,6,3,1,1,1,2,1,3,1,1,1,3,3,0,0,0,0,0,3,1127
3737,L6006015,0,3,0,0,0,14140,1,1,1,15390,14140,992.43,91.53,420.84,441.39,38.67,1,1,0,0,1,0,2,3,71.58,1,71.58,1,1,1,1,3,9,2,1,1,1,2,5,2,3,1,4,5,2,0,0,0,0,0,3,1913
3738,L6006018,0,4,0,0,0,16959.85915,1.42,1.33,1.07,25352,24083,2069.37,330.17,1054.85,640.13,44.22,1,1,0,0,1,1,5,4,54.62,2,54.62,2,1,1,1,4,5,5,1,1,1,2,1,5,3,1,4,6,3,0,1,1,0,0,3,3730
3739,L6006021,0,4,0,0,0,44375,1,1,1,45983,44375,1294.69,119.76,650.16,486.1,38.67,1,1,0,0,1,1,9,10,68.38,2,68.38,2,1,1,1,4,9,5,1,1,2,1,5,2,1,1,3,5,2,0,0,0,0,0,3,2346
3740,L6006028,0,4,0,0,0,43273,1,1,1,45595,43273,1743.55,156.36,900.54,647.98,38.67,1,1,0,0,1,1,9,10,72.54,1,72.54,1,1,1,1,4,7,5,1,1,1,2,4,2,1,1,5,6,2,0,1,0,0,0,3,5875
3741,L6007108,0,2,0,0,3750,8478,1,1,1,13200,12228,1050.25,137.68,457.88,416.02,38.67,1,1,0,0,1,0,2,1,70.25,1,70.25,1,1,1,3,5,6,3,1,1,1,3,3,2,3,1,4,5,2,1,1,0,0,0,2,1218
3742,L6007110,0,4,0,0,0,22707,1,1,1,23841,22707,1436.94,148.36,773.47,472.79,42.32,2,2,0,0,1,0,5,6,63.26,2,63.26,2,1,1,1,3,7,3,1,1,1,2,3,2,1,1,4,5,2,0,0,0,0,0,3,2243
3743,L6007113,0,3,0,0,4784,26786.2069,0.58,0.67,0.82,15536,20320,958.3,97.2,481.83,344.17,35.1,3,1,0,0,1,1,4,7,67.2,2,67.2,2,1,1,3,3,6,3,1,1,1,2,5,7,3,1,4,5,1,1,1,0,0,0,4,517
3744,L6007114,0,2,0,0,3550,6177.586207,0.58,0.67,0.82,3692,7133,725.44,101.79,269.32,318.22,36.11,3,3,1,1,1,0,1,1,78.95,1,78.95,1,1,1,3,5,5,2,1,1,1,3,5,6,3,1,3,4,1,1,1,0,0,0,4,434
3745,L6007121,0,2,0,0,4680,11916.66667,0.78,0.87,1,9480,13975,1227.88,125.61,619.06,441.03,42.18,3,3,1,0,1,0,2,3,67.17,2,67.17,2,1,1,3,2,6,3,1,1,1,1,5,4,3,1,1,3,2,1,1,0,0,0,2,299
3746,L6007902,0,4,0,0,4784,26937.93103,0.58,0.67,0.82,16400,20408,1153.35,121.25,706.39,289.47,36.24,2,2,0,0,1,0,4,7,53.3,3,53.3,3,1,1,2,5,3,1,1,1,3,3,3,6,1,1,3,3,1,1,1,0,0,0,3,1264
3747,L6007908,0,4,0,0,0,29263.7931,0.58,0.67,0.82,18042,16973,2373.68,279.34,1657.63,393.81,42.9,1,1,1,1,1,1,3,8,13.53,5,13.53,5,1,0,1,2,3,5,1,3,3,1,2,7,3,1,5,6,1,1,1,0,0,0,3,2742
3748,L6007909,1,1,33.98,33.98,6604,8703.846154,0.78,0.87,1,8869,13393,1300.32,130.1,732.58,395.46,42.18,3,3,1,0,1,0,2,2,59.9,2,59.9,2,1,1,4,5,2,2,1,1,3,3,5,4,1,1,1,2,2,0,1,0,0,0,2,2401
3749,L6007913,0,3,0,0,4836,24203.52113,1.42,1.33,1.07,40274,39205,1073.18,148.44,413.2,467.32,44.22,1,1,0,0,0,0,8,6,71.22,1,71.22,1,1,1,4,2,9,3,1,1,1,2,5,1,1,1,3,4,3,0,0,0,0,0,4,439
3750,L6007921,0,2,0,0,4420,8104.166667,1.2,1.2,1.07,11440,14145,1311.51,161.09,621.37,480.82,48.23,3,3,1,0,1,0,2,1,66.55,2,66.55,2,1,1,4,1,4,3,1,1,1,2,5,5,1,1,1,3,3,0,1,0,0,0,4,787
3751,L6007923,0,3,0,0,3874,26505,1,1,1,31448,30379,1075.99,120.88,530.83,385.61,38.67,1,1,0,0,0,0,7,7,65.95,2,65.95,2,1,1,4,3,4,3,1,1,1,2,5,5,1,1,3,4,2,0,0,0,0,0,4,711
3752,L6009006,0,3,0,0,12804.33288,23635.25094,2.26,1.99,1.32,67192,66220,811.32,234,159.21,362.78,55.33,1,1,0,0,1,0,10,6,70.67,1,70.67,1,1,1,2,5,4,5,1,1,2,1,4,5,1,1,2,2,5,1,0,0,0,0,3,1126
3753,L6009010,0,2,0,0,3144,3738,1,1,1,7854,6882,912.03,121.09,395.14,357.13,38.67,1,1,1,1,1,0,1,1,66.71,2,66.71,2,1,1,2,5,4,1,1,1,1,3,5,5,1,1,2,1,2,1,0,0,0,0,3,1282
3754,L6009016,0,3,0,0,3600,21377.58621,0.58,0.67,0.82,16728,15999,955.3,118.16,508.37,295.66,33.11,1,1,0,0,0,0,3,6,64.49,2,64.49,2,1,1,1,5,4,2,1,1,1,3,3,6,1,1,3,3,1,0,0,0,0,0,3,2524
3755,L6012915,1,1,244.8749533,262.0162,5520,8045.774648,1.42,1.33,1.07,18153,16945,1617,92.5,885.08,594.98,44.44,1,1,0,0,0,0,3,1,56.09,2,56.09,2,2,1,1,1,4,3,1,1,2,2,5,1,1,1,3,4,3,0,0,0,0,0,3,7482
3756,L6012918,0,4,0,0,0,19427.58621,0.58,0.67,0.82,12433,11268,1479.45,204.38,850.52,391.28,33.27,1,1,1,1,1,1,1,5,44.24,3,44.24,3,2,1,1,3,4,4,1,1,1,2,1,7,3,1,5,6,1,1,1,0,0,0,3,4448
3757,L6015405,0,3,0,0,4450,14970.98214,2.24,2.06,1.32,38983,37985,1495.78,254.9,464.72,709.53,66.63,3,3,0,0,1,0,8,4,69.73,1,69.73,1,2,1,4,1,5,3,1,1,1,2,5,3,1,1,1,3,5,1,0,0,0,0,4,659
3758,L6015409,0,4,0,0,936,47896.55172,0.58,0.67,0.82,29762,28716,1127.96,107,550.69,437,33.27,1,1,0,0,1,1,6,10,68.75,1,68.75,1,2,1,1,4,8,5,1,1,1,2,5,7,1,1,4,5,1,1,0,0,0,0,3,2529
3759,L6015421,0,3,0,0,6048,33161.66667,1.2,1.2,1.07,46917,45842,1323,104.49,588.68,585.39,44.44,1,1,0,0,1,0,9,8,63.97,2,63.97,2,2,1,1,3,4,3,1,1,1,1,3,3,1,1,1,3,3,1,0,0,0,0,3,2148
3760,L6016902,0,2,0,0,6300,8229.375,1.6,1.6,1.32,20552,19467,1279.29,175.6,300.94,742.19,60.56,3,3,0,0,1,0,4,1,70.84,1,70.84,1,2,1,2,2,9,2,1,1,2,2,1,3,1,1,1,3,5,0,1,1,0,0,1,493
3761,L6016903,0,2,0,0,3927,7372.413793,0.58,0.67,0.82,4836,8203,795.36,100.92,339.48,321.69,33.27,1,1,1,0,1,0,1,1,71.39,1,71.39,1,2,1,4,5,6,1,1,1,1,1,5,6,3,1,3,4,1,1,1,0,0,0,4,680
3762,L6016904,0,2,0,0,5252,10416,1,1,1,16598,15668,1086.84,138.04,511.87,398.08,38.85,1,1,0,0,0,0,3,2,64.08,2,64.08,2,2,1,4,3,5,2,1,1,1,2,3,5,1,1,2,3,2,0,1,0,0,0,4,787
3763,L6016905,0,3,0,0,0,19655.17241,0.58,0.67,0.82,11400,11400,784.74,107.01,477.4,164.4,35.93,2,3,0,0,1,0,2,5,73.42,1,66.22,2,2,1,4,3,5,1,1,1,1,1,5,7,3,1,5,6,1,1,1,0,0,0,2,578
3764,L6016907,0,3,0,0,4992,26127.58621,0.58,0.67,0.82,20244,20146,736.15,98.91,303.46,300.51,33.27,1,1,0,0,1,0,4,7,72.95,1,72.95,1,2,1,4,5,9,2,1,1,2,1,5,7,3,1,4,5,1,0,1,0,0,0,4,592
3765,L6016912,0,3,0,0,7800,42061,1,1,1,51101,49861,1116.72,98.16,500.4,479.31,38.85,1,1,0,0,0,0,9,9,68.55,1,68.55,1,2,1,1,3,5,3,1,1,1,1,5,1,1,1,3,2,2,0,0,0,0,0,3,7449
3766,L6016914,0,2,0,0,0,8617.241379,0.58,0.67,0.82,5928,4998,686.89,88.74,332.23,232.65,33.27,1,1,1,1,1,1,1,2,75.97,1,70.24,1,2,1,1,2,1,3,1,1,3,1,4,7,3,1,4,5,1,1,1,0,0,0,3,2235
3767,L6016916,0,4,0,0,4873.846154,16886.02384,1.42,1.33,1.07,29782,28852,1381.5,181.83,593.37,561.86,44.44,1,1,0,0,0,0,6,4,69.71,1,69.71,1,2,1,4,2,7,5,1,1,1,2,3,5,1,1,2,3,3,0,0,0,0,0,4,1778
3768,L6016917,0,3,0,0,6600,32318,1,1,1,39848,38918,1002.28,109.03,395.85,458.55,38.85,1,1,0,0,0,0,8,8,70.53,1,70.53,1,2,1,2,3,9,2,1,1,1,1,1,1,1,1,3,2,2,0,0,0,0,0,3,1389
3769,L6016918,0,3,0,0,0,21951.72414,0.58,0.67,0.82,12732,12732,741.51,100.67,413.94,193.63,33.27,1,1,0,0,1,0,2,6,74.34,1,67.11,2,2,1,4,3,5,1,1,1,1,2,5,7,3,1,4,5,1,0,1,0,0,0,2,461
3770,L6016922,0,3,0,0,10860.47793,34289.52207,1,1,1,46390,45150,1174.24,121.12,590.14,424.13,38.85,1,1,0,0,0,0,9,8,65.9,2,65.9,2,2,1,1,4,8,3,1,1,3,2,5,1,1,1,3,3,2,0,0,0,0,0,3,1961
3771,L6021407,0,2,0,0,4200,12362.06897,0.58,0.67,0.82,12251,11370,854.72,120.37,405.83,295.25,33.27,1,1,0,0,1,0,2,3,70.31,1,70.31,1,2,1,4,3,9,2,1,1,1,1,1,6,1,1,3,4,1,1,1,0,0,0,4,542
3772,L6021408,0,4,0,0,0,29752.85714,1.4,1.4,1.21,43836,41654,1766.1,227.66,729.7,758.72,50.02,1,1,0,0,1,1,8,8,65.19,2,65.19,2,2,1,2,4,9,5,1,1,1,2,1,3,1,1,1,2,4,0,0,0,0,0,3,1058
3773,L6021428,0,3,0,0,3380,15329.31034,0.58,0.67,0.82,11400,12271,817.72,97.71,563.67,123.07,33.27,1,1,0,0,1,0,2,4,63.94,2,56.51,2,2,1,3,3,5,1,1,1,2,1,5,7,3,1,4,5,1,0,1,0,0,0,2,1574
3774,L6022103,0,3,0,0,6000,17823,1,1,1,24512,23823,826.84,130.24,314.45,343.3,38.85,1,1,0,0,0,0,5,5,71.96,1,71.96,1,2,1,2,3,8,1,1,1,1,2,5,5,1,1,2,1,2,0,0,0,0,0,3,2240
3775,L6022114,1,1,110.66,110.66,0,11599,1,1,1,12518,11599,1377,120.77,790.69,426.69,38.85,1,1,1,1,1,0,2,2,58.28,2,58.28,2,2,1,1,3,4,3,1,1,2,2,5,2,3,1,5,6,2,1,1,0,0,1,1,1198
3776,L6022119,0,4,0,0,2024.609381,26804.39062,1,1,1,29902,28829,1316.58,92.36,613.63,571.74,38.85,1,1,0,0,0,1,6,7,61.58,2,61.58,2,2,1,1,3,4,5,1,1,2,2,5,1,1,1,3,3,2,0,0,0,0,0,3,3496
3777,L6022127,0,2,0,0,3796,11880,1,1,1,16595,15676,1058.85,98.18,435.99,485.83,38.85,1,1,0,0,1,0,3,2,69.67,1,69.67,1,2,1,3,5,9,3,1,1,2,3,5,1,1,1,3,5,2,1,1,0,0,0,2,992
3778,L6022128,1,1,6.614545455,8.7312,5928,7177.61194,2.68,2.32,1.32,24705,25164,1680.3,271.02,559.82,783.28,66.18,2,2,0,0,1,0,6,1,71.5,1,71.5,1,2,1,2,3,5,4,1,1,1,2,5,3,1,2,1,4,5,0,1,1,0,0,3,908
