,aacode,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEER,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,dwage9x,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1314
8947,M5053631,1,1,58.42635514,62.5162,4576,10895.83333,1.2,1.2,1.07,13227,17651,1417.5,129.98,653.69,585.49,48.34,3,3,1,0,1,0,3,2,64.4,2,63.92,2,5,1,4,3,8,3,1,1,2,2,1,4,3,1,1,3,3,1,1,0,0,0,2,355
8948,M5054202,0,4,0,0,0,20804.22535,1.42,1.33,1.07,30715,29542,1974.12,404.19,1119.77,392.83,57.33,1,1,0,0,1,1,6,5,31.54,4,31.29,4,5,1,1,3,3,5,1,3,2,1,1,2,3,1,2,5,3,0,0,0,0,0,3,2216
8949,M5054205,0,2,0,0,4040,12738,1,1,1,13168,16778,928.81,63.45,413.88,409.21,42.27,3,3,0,0,1,0,3,3,69.38,1,68.71,1,5,1,3,3,5,1,1,1,2,2,5,1,3,1,3,5,2,1,1,0,0,0,2,347
8950,M5054209,0,2,0,0,3848,10411.53846,0.78,0.87,1,8121,11969,1230.98,173.38,572.04,446.33,39.23,1,1,1,1,1,0,2,2,61.67,2,61.17,2,5,1,3,3,5,3,1,1,1,2,2,4,3,1,1,2,2,0,1,0,0,0,2,725
8951,M5054215,0,3,0,0,0,48474.13793,0.58,0.67,0.82,28995,28115,921.22,161.69,471.89,254.05,33.59,1,1,0,0,0,0,6,10,59.41,2,58.79,2,5,1,1,2,2,1,1,1,3,2,1,6,1,1,3,4,1,0,0,0,0,0,3,6458
8952,M5054223,0,4,0,0,10800,31148.33333,1.2,1.2,1.07,49532,48178,1587.89,157.15,868.8,517.07,44.87,1,1,0,0,1,0,9,8,64.07,2,63.68,2,5,1,1,3,3,4,1,1,3,1,5,3,1,1,1,4,3,0,0,0,0,0,3,7100
8953,M5054226,0,2,0,0,8400,10989.74359,0.78,0.87,1,15461,16972,1168.83,172.11,610.47,347.02,39.23,1,1,0,0,1,0,3,2,60.59,2,60.03,2,5,1,2,3,8,2,1,1,2,1,3,4,1,1,1,3,2,0,1,1,0,1,1,766
8954,M5059002,0,2,0,0,7500,5773,1,1,1,14111,13273,1263.29,157.96,673.97,389.3,42.06,2,3,0,0,1,0,2,1,60.59,2,60.03,2,5,1,2,6,2,2,1,1,3,3,3,1,1,1,2,2,2,1,0,0,0,0,3,2021
8955,M5059007,1,1,226.0014634,185.3212,5280,4244.827586,0.58,0.67,0.82,8580,7742,1223.72,151.38,637.3,377.39,57.65,2,88,1,1,0,0,1,1,66.16,2,65.64,2,5,0,4,6,2,2,1,2,3,2,-9,6,1,1,3,3,1,0,1,0,0,0,4,702
8956,M5059020,0,4,0,0,10200,54705.71429,1.4,1.4,1.21,88464,86788,2527.15,210.66,1438.75,827.24,50.5,1,1,0,0,1,1,10,10,46.23,3,46.01,3,5,1,1,3,3,5,1,1,3,1,4,3,1,1,1,3,4,0,0,0,0,0,3,1455
8957,M5059023,0,2,0,0,5720,5379.310345,0.58,0.67,0.82,8840,8840,796.59,41.9,421.61,298.13,34.95,3,1,0,0,1,0,1,1,61.85,2,61.08,2,5,1,2,6,3,1,1,1,3,1,5,6,3,1,3,2,1,1,0,0,0,0,3,1592
8958,M5059025,0,3,0,0,0,26100,0.58,0.67,0.82,15976,15138,840.5,114.74,371.45,320.72,33.59,1,1,0,0,1,1,3,7,71.14,1,70.69,1,5,1,1,1,8,3,1,1,1,2,3,7,1,2,4,5,1,0,0,0,0,0,3,1736
8959,M5059030,0,4,0,0,0,19711,1,1,1,21201,19711,1715.37,228.86,969.38,475.14,41.99,2,2,0,0,0,1,4,5,46.76,3,46.37,3,5,1,1,4,4,4,1,1,3,2,4,5,1,1,3,4,2,0,0,0,0,0,3,2126
8960,M5059216,0,2,0,0,3328,6275.862069,0.58,0.67,0.82,3640,6968,889.92,186.68,349.29,295.57,58.38,3,88,1,1,0,0,1,1,65.51,2,64.78,2,5,0,4,5,8,1,1,2,1,3,-9,6,3,1,3,4,1,0,1,0,0,0,2,653
8961,M5059225,0,4,0,0,15960,40864.28571,1.4,1.4,1.21,74632,73170,2067.12,92.72,1135.57,788.33,50.5,1,1,0,0,1,0,10,9,61.82,2,61.5,2,5,1,1,3,4,5,1,1,2,2,5,3,1,1,1,3,4,0,0,0,0,0,3,1564
8962,M5059603,0,3,0,0,5184,39380,1,1,1,45688,44564,1095.89,63.14,553.21,440.31,39.23,1,1,0,0,1,0,8,9,63.78,2,63.26,2,5,1,4,3,8,2,1,1,2,2,5,2,3,1,4,5,2,1,1,0,0,0,4,672
8963,M5059604,0,2,0,0,6960,10805.10204,0.98,1.07,1.07,11571,17549,1123.53,84.51,378.28,612.72,48.02,2,2,0,0,1,0,3,2,77.9,1,77.47,1,5,1,4,3,9,3,1,1,1,2,5,4,3,1,1,2,3,0,1,0,0,0,2,588
8964,M5059609,0,2,0,0,4752,7976,1,1,1,8121,12728,1180.91,331.79,340.09,441.77,67.26,2,88,1,0,1,0,2,1,61.31,2,60.72,2,5,0,4,5,9,2,1,2,1,3,-9,4,2,1,1,3,2,0,1,0,0,0,2,1343
8965,M5059613,0,4,0,0,0,36712,1,1,1,37836,36712,1575.28,189.65,765.37,555.46,64.8,1,88,0,0,1,0,8,9,56.31,2,55.83,2,5,0,1,1,7,3,1,2,1,2,-9,2,1,1,4,5,2,0,0,0,0,0,3,1986
8966,M5059614,0,2,0,0,5850,11659.18367,0.98,1.07,1.07,11571,17276,1118.93,80.27,503.21,487.11,48.34,3,3,0,0,1,0,3,2,79.32,1,73.86,1,5,1,2,1,7,3,1,1,1,2,5,4,2,1,1,3,3,0,1,1,0,0,1,632
8967,M5059619,0,4,0,0,6249.921413,60629.07859,1,1,1,69289,66879,1984.12,171.25,1014.04,748.66,50.17,1,88,0,0,0,1,10,10,65.5,2,65.32,2,5,0,1,4,8,5,1,3,1,2,1,1,1,1,3,3,2,0,0,0,0,0,3,1627
8968,M5059622,0,2,0,0,4018.414975,11166.13216,1.4,1.4,1.21,20775,19651,1506.93,192.31,707.09,557.03,50.5,1,1,0,0,1,0,4,2,63.56,2,63.13,2,5,1,1,3,5,3,1,1,2,2,5,3,1,1,1,3,4,0,1,1,0,0,1,1287
8969,M5059623,0,2,0,0,4992,10826.66667,1.2,1.2,1.07,13650,17984,1300.41,135.58,544.43,572.06,48.34,3,3,0,0,1,0,3,2,66.67,2,66.16,2,5,1,4,3,5,3,1,1,1,2,4,4,3,1,1,3,3,1,1,0,0,0,2,496
8970,M5059624,0,3,0,0,4080,16631.03448,0.58,0.67,0.82,9852,13726,947.07,51.01,525.91,336.56,33.59,1,88,0,0,1,0,2,4,68.14,2,67.62,2,5,1,4,4,9,2,1,1,1,2,3,6,3,1,3,3,1,1,1,0,0,0,2,481
8971,M5059625,0,4,0,0,780,32255.17241,0.58,0.67,0.82,20602,19488,1931.06,254.18,1205.07,428.81,43,1,88,0,0,1,1,4,8,41.34,3,41.1,3,5,0,1,4,5,5,1,3,2,1,2,6,3,1,3,4,1,1,0,0,0,0,3,5294
8972,M5059626,0,4,0,0,3120,22174.13793,0.58,0.67,0.82,17547,15981,2125.44,184.06,1506.66,401.13,33.59,1,1,1,1,1,1,3,6,30.82,4,30.6,4,5,1,2,4,1,5,1,1,3,1,1,7,3,1,5,6,1,0,1,0,0,0,3,1877
8973,M5059628,0,3,0,0,5592,13636,1,1,1,20192,19228,991.58,201.08,348.87,376.83,64.8,1,88,0,0,1,0,4,3,70.34,1,69.74,1,5,0,4,5,9,2,1,2,2,2,-9,2,3,1,4,5,2,1,0,0,0,0,4,771
8974,M5063903,0,4,0,0,4131,15686.73469,0.98,1.07,1.07,16685,19504,1567.6,162.52,855.88,502.76,46.44,2,1,0,0,1,0,4,4,56.15,2,55.69,2,5,1,3,1,4,3,1,1,2,2,5,4,1,1,1,2,3,1,1,0,0,0,2,568
8975,M5063914,0,4,0,0,3536,15668,1,1,1,15668,19204,1354.02,330.19,602.31,379.53,41.99,2,2,0,0,1,0,4,4,55.52,2,54.96,2,5,1,3,3,5,2,1,1,1,2,2,2,1,1,4,5,2,1,1,0,0,0,4,444
8976,M5063924,0,3,0,0,5700,28048.33333,1.2,1.2,1.07,40608,39358,988.53,154.81,332.36,456.49,44.87,1,1,0,0,1,0,8,7,77.3,1,76.83,1,5,1,2,2,9,3,1,1,1,2,5,3,1,1,1,3,3,1,0,0,0,0,3,817
8977,M5063925,0,4,0,0,4108,14331.03448,0.58,0.67,0.82,8312,12420,1103.39,233.32,626.09,208.02,35.96,2,2,1,0,1,0,2,3,62.65,2,55.37,2,5,1,3,3,5,2,1,1,1,1,2,7,3,1,4,5,1,1,1,0,0,0,2,608
8978,M5063926,0,4,0,0,8248,16358.62069,0.58,0.67,0.82,18734,17736,1291.38,165.37,662.37,430.05,33.59,1,1,0,0,0,1,3,4,60.71,2,60.37,2,5,1,2,4,9,5,1,1,2,1,1,6,1,1,3,3,1,0,1,0,0,0,3,2775
8979,M5063927,0,4,0,0,4628,21101.40845,1.42,1.33,1.07,29964,34592,1677.7,389.06,734.43,505.87,48.34,3,3,0,0,1,0,7,6,51.23,3,50.68,3,5,1,3,3,4,2,1,1,1,2,2,5,3,1,2,3,3,1,1,0,0,0,2,478
8980,M5063928,0,4,0,0,14400,31640,1,1,1,47469,46040,1969.23,66.55,1230.24,633.21,39.23,1,1,0,0,1,1,9,8,51.27,3,51,3,5,1,1,1,1,5,1,1,3,1,3,2,1,1,4,5,2,0,0,0,0,0,3,1833
8981,M5063932,0,4,0,0,4020,18803.57143,1.4,1.4,1.21,31417,30345,2083.42,296.11,1095.45,641.36,50.5,1,1,0,0,1,0,6,5,42.48,3,42.07,3,5,1,1,3,3,3,1,1,2,2,1,3,1,1,1,3,4,1,0,0,0,0,3,2026
8982,M5066802,0,4,0,0,3120,40601.72414,0.58,0.67,0.82,27513,26669,1583.49,249.05,1012.05,288.8,33.59,1,1,0,0,1,0,6,9,39.2,3,38.74,3,5,1,2,6,3,2,1,1,3,1,1,6,1,1,3,4,1,1,0,0,0,0,3,1243
8983,M5066803,0,2,0,0,0,11023,1,1,1,12148,11023,1111.88,124.09,648.67,299.89,39.23,1,1,0,1,1,1,1,2,65.08,2,60.07,2,5,1,1,2,2,4,1,1,3,2,3,2,3,1,5,6,2,1,1,1,0,1,1,1584
8984,M5066805,0,3,0,0,0,22053.44828,0.58,0.67,0.82,13916,12791,917.13,141.67,398.1,341.4,35.96,2,2,0,0,1,1,2,6,69.15,1,68.66,1,5,1,2,4,7,3,1,1,1,2,4,6,1,1,3,3,1,1,0,0,0,0,3,934
8985,M5066807,0,2,0,0,4980,12366.48352,1.82,1.73,1.32,28612,27487,1514.21,231.83,558.08,664.12,60.18,2,3,0,0,1,0,6,3,72.92,1,72.51,1,5,1,1,3,5,4,1,1,1,2,5,3,1,1,1,3,5,0,0,0,0,0,3,1009
8986,M5066809,0,2,0,0,3570,13318.96552,0.58,0.67,0.82,7930,11295,911.64,199.01,531.73,144.7,36.2,3,3,1,0,1,0,1,3,67.13,2,58.82,2,5,1,3,5,5,1,1,1,3,3,2,6,2,1,3,4,1,1,1,0,0,0,2,550
8987,M5066811,0,3,0,0,3315,15618.96552,0.58,0.67,0.82,9204,12374,784.28,104.2,371.62,272.26,36.2,3,3,0,0,1,0,2,4,72.85,1,72.21,1,5,1,3,6,5,1,1,1,3,3,5,6,2,1,3,3,1,1,1,0,0,0,2,881
8988,M5066813,1,1,116.82,116.82,0,12029,1,1,1,14092,12029,1383.16,125.32,662.64,555.97,39.23,1,1,0,1,1,1,2,2,72.28,1,72.01,1,5,1,1,4,9,5,1,1,2,2,5,2,3,1,5,6,2,1,1,0,0,0,3,2709
8989,M5066816,0,3,0,0,2880,15237.93103,0.58,0.67,0.82,12562,11718,988.2,44.6,568.79,341.22,33.59,1,1,0,0,0,1,2,4,56.44,2,55.93,2,5,1,1,1,3,3,1,1,3,2,5,6,1,1,3,2,1,0,0,0,0,0,3,6048
8990,M5068013,1,1,324.4076636,347.1162,4080,10650,1.42,1.33,1.07,20302,19203,1702.1,232.02,903.24,518.5,48.34,3,3,0,0,0,0,4,2,52.84,3,52.35,3,5,1,2,2,3,3,1,1,3,1,3,1,1,1,2,4,3,0,0,0,0,0,3,2486
8991,M5068022,0,4,0,0,0,22910.83333,1.2,1.2,1.07,28775,27493,1401.09,153.35,680.84,522.03,44.87,1,1,0,0,1,0,6,6,66.8,2,66.41,2,5,1,1,3,4,4,1,1,1,1,5,3,1,1,1,3,3,0,0,0,0,0,3,3886
8992,M5068026,0,3,0,0,4420,17691.875,1.6,1.6,1.32,28307,32727,1261.99,211.56,406.3,588,56.13,1,1,0,0,1,0,7,4,73,1,72.55,1,5,1,3,3,5,3,1,1,3,2,5,4,1,1,1,2,5,1,1,0,0,0,2,325
8993,M5069104,0,3,0,0,6120,24616,1,1,1,32076,30736,1244.44,144.62,596.83,462.6,40.39,1,1,0,0,0,0,7,7,68.66,1,68.25,2,6,1,1,2,4,4,1,1,3,2,3,1,1,2,3,2,2,0,0,0,0,0,3,2504
8994,M5069107,0,4,0,0,4500,15416,1,1,1,20921,19916,1392.13,66.48,736.21,545.65,43.79,3,3,0,0,0,0,4,4,63.67,2,63.22,2,6,1,4,2,4,3,1,1,3,2,5,5,1,2,2,4,2,0,0,0,0,0,4,1371
8995,M5069112,0,3,0,0,3360,30582,1,1,1,34947,33942,1152.57,189.29,441.5,481.39,40.39,1,1,0,0,1,0,7,8,67.15,2,66.67,2,6,1,1,2,4,3,1,1,3,2,4,2,1,1,4,5,2,1,1,1,0,0,3,5331
8996,M5069113,0,4,0,0,7800,24418,1,1,1,33391,32218,1495.7,122.32,841.32,491.67,40.39,1,1,0,0,1,1,7,7,52.5,3,52.14,3,6,1,2,1,3,5,1,1,3,1,5,5,1,1,3,5,2,0,0,0,0,0,3,1658
8997,M5069118,0,4,0,0,6600,24833,1,1,1,32606,31433,1441.02,66.56,790,540.2,44.26,2,2,0,0,1,0,7,7,62.41,2,61.95,2,6,1,2,2,3,3,1,1,3,1,5,1,1,2,3,2,2,1,0,0,0,0,3,1072
8998,M5069120,0,4,0,0,6720,23346.73913,1.84,1.66,1.21,50683,49678,1858.53,118.99,924.46,758.12,56.96,2,2,0,0,1,0,9,6,58.58,2,58.17,2,6,1,2,2,3,4,1,1,3,1,3,5,1,1,2,3,4,1,0,0,0,0,3,2298
8999,M5069121,0,3,0,0,2400,16270,1.4,1.4,1.21,26183,25178,1529.35,245.58,693.01,538.77,51.99,1,1,0,0,1,0,5,4,52.45,3,51.95,3,6,1,1,2,4,3,1,1,3,2,2,3,1,2,1,4,4,0,0,0,0,0,3,2145
9000,M5069126,0,4,0,0,0,37717,1,1,1,39057,37717,1564.84,59.85,827.28,637.32,40.39,1,1,0,0,0,1,8,9,61.35,2,61.07,2,6,1,1,3,4,5,1,1,2,1,5,1,1,1,3,4,2,0,0,0,0,0,3,2008
9001,M5072320,0,4,0,0,0,32591.37931,0.58,0.67,0.82,19658,18903,1334.21,217.36,729.14,353.13,34.58,1,1,0,0,1,1,4,8,45.52,3,45.06,3,6,1,1,3,5,3,1,1,3,2,1,7,3,1,5,6,1,0,1,0,0,0,3,3899
9002,M5073303,0,4,0,0,5400,34218,1,1,1,40616,39618,1319.42,126.13,668.38,484.52,40.39,1,1,0,0,0,1,8,8,58.28,2,57.87,2,6,1,1,4,6,4,1,1,2,2,5,1,1,1,3,3,2,0,0,0,0,0,3,2413
9003,M5073311,0,3,0,0,0,15182.75862,0.58,0.67,0.82,9769,8806,1036.36,43.75,589.43,368.6,34.58,1,1,1,1,1,1,1,4,57.97,2,57.51,2,6,1,1,4,5,3,1,1,2,2,5,6,1,1,3,3,1,1,0,0,0,1,1,2108
9004,M5073313,0,4,0,0,0,33387.93103,0.58,0.67,0.82,20328,19365,1393.27,139.02,860.99,358.68,34.58,1,1,0,0,1,1,4,8,54.39,3,54.03,3,6,1,1,4,5,5,1,1,1,2,1,7,3,1,5,6,1,0,1,0,0,0,3,2150
9005,M5077111,0,3,0,0,6715.971124,31789.02888,1,1,1,39673,38505,1142.85,270.65,329.47,477.46,65.27,1,1,0,0,1,0,8,8,61.1,2,60.49,2,6,0,2,5,5,2,1,2,1,2,-9,1,1,1,3,5,2,0,1,1,0,0,3,1673
9006,M5077121,1,1,157.4637383,168.4862,4940,5719.014085,1.42,1.33,1.07,8121,13061,1523.47,85.97,742.91,644.51,50.08,3,3,1,1,0,0,2,1,64.44,2,64.01,2,6,1,4,2,5,3,1,1,2,2,5,5,3,1,2,3,3,0,1,0,0,0,4,492
9007,M5077122,1,1,103.6930579,125.4686,6600,10581.42857,1.4,1.4,1.21,22634,21414,1657.74,115.95,860.47,629.33,51.99,1,1,0,0,1,0,4,2,53.33,3,52.86,3,6,1,2,1,5,3,1,1,2,2,3,3,3,1,1,1,4,0,0,0,0,0,3,839
9008,M5077128,0,2,0,0,3900,10644.82759,0.58,0.67,0.82,11120,10074,598.59,95.69,361.97,106.35,34.58,1,1,0,0,1,0,1,2,76.8,1,68.47,2,6,1,4,5,5,1,1,1,1,2,5,7,3,1,4,5,1,0,0,0,0,0,2,727
9009,M5077210,0,3,0,0,3900,14765.51724,0.58,0.67,0.82,8564,12464,875.02,191.76,506.82,138.94,37.5,3,3,1,0,1,0,2,3,67.54,2,59.22,2,6,1,4,5,5,1,1,1,1,3,2,7,3,1,4,5,1,1,1,0,0,0,2,418
9010,M5077211,1,1,521.57,521.57,5643.4097,-883.4097001,1,1,1,4940,4760,1787.91,280.63,910.74,524.03,72.51,2,1,1,1,1,0,1,1,52.23,3,51.74,3,6,0,2,6,3,3,1,2,3,2,-9,4,3,2,1,4,2,1,1,1,0,1,1,1075
9011,M5077218,0,3,0,0,5400,22215.51724,0.58,0.67,0.82,19069,18285,828.65,95.32,439.85,258.9,34.58,1,1,0,0,1,0,4,6,68.22,2,67.61,2,6,1,4,1,6,1,1,1,1,2,5,7,3,1,4,5,1,0,0,0,0,0,4,1385
9012,M5077306,0,4,0,0,9600,35854.16667,1.2,1.2,1.07,53959,52625,1995.32,173.27,1312.09,463.78,46.18,1,1,0,0,1,0,9,9,36.43,4,36.05,4,6,1,1,4,4,3,1,1,3,1,3,3,1,2,1,3,3,0,0,0,0,0,3,2198
9013,M5077328,1,1,34.22097561,28.0612,5700,12968.96552,0.58,0.67,0.82,14260,13222,1066.46,114.01,541.41,373.54,37.5,3,3,0,0,1,0,2,3,65.47,2,64.91,2,6,1,2,3,9,2,1,1,2,2,1,7,3,1,4,5,1,0,0,0,0,0,3,1403
9014,M5077702,0,3,0,0,3750,21243.10345,0.58,0.67,0.82,17072,16071,921.49,100.11,479.49,304,37.89,2,2,0,0,1,0,3,6,65.26,2,64.62,2,6,1,3,5,5,1,1,1,2,3,5,7,3,1,4,5,1,0,1,0,0,0,4,470
9015,M5077708,0,4,0,0,1534,15729,1,1,1,18264,17263,1371.12,63.9,794.55,472.28,40.39,1,1,0,0,0,0,3,4,56.32,2,55.82,2,6,1,1,1,4,3,1,1,2,2,5,1,1,1,3,4,2,0,0,0,0,0,3,1818
9016,M5077716,0,4,0,0,5850,19338.46154,0.78,0.87,1,15213,20934,1280.4,70.94,663.19,502.48,43.79,3,3,0,0,1,0,4,5,64.01,2,63.48,2,6,1,2,3,4,2,1,1,2,2,5,4,3,1,1,3,2,1,1,1,0,1,1,1527
9017,M5077721,0,4,0,0,4680,26382,1,1,1,32063,31062,1304.05,250.92,616.4,396.34,40.39,1,1,0,0,1,0,7,7,57.17,2,56.68,2,6,1,4,3,9,3,1,1,2,2,1,5,1,1,3,4,2,1,0,0,0,0,4,910
9018,M5077727,0,4,0,0,0,26792.3913,1.84,1.66,1.21,49298,49298,1574.6,89.22,867.27,566.12,51.99,1,1,0,0,1,0,9,7,65.25,2,60.03,2,6,1,1,2,2,4,1,1,3,2,5,2,3,2,3,5,4,1,1,0,0,1,1,6011
9019,M5078901,0,4,0,0,0,25289.65517,0.58,0.67,0.82,15440,14668,1149.63,210.04,638.75,252.35,48.49,2,88,0,0,1,0,2,7,35.88,4,35.29,4,6,0,1,4,8,1,1,3,3,1,5,7,3,1,5,6,1,0,1,0,0,0,3,2485
9020,M5078903,1,1,898.5690909,1087.2686,5900,13333.69565,1.84,1.66,1.21,24534,30434,2619.54,195.57,1485.49,845.25,93.23,2,88,1,0,1,0,7,3,34.43,4,34.06,4,6,0,4,3,4,3,1,2,3,2,-9,3,3,1,1,3,4,1,1,0,0,0,2,445
9021,M5078905,0,2,0,0,0,3344,1,1,1,5230,3344,1213.56,176.34,617.41,367.76,52.05,1,88,1,1,1,0,1,1,61.94,2,56.21,2,6,0,1,4,5,3,1,3,1,2,1,2,3,1,4,5,2,0,0,0,0,0,3,1918
9022,M5078916,1,1,25.17,25.17,0,12651,1,1,1,14537,12651,1291.51,152.15,587.47,511.5,40.39,1,1,0,1,1,1,2,3,68.07,2,67.73,2,6,1,1,4,9,5,1,1,1,2,1,2,3,1,4,6,2,0,1,1,0,0,1,3208
9023,M5078917,0,2,0,0,5096,10411.53846,0.78,0.87,1,8121,13217,1243.58,174.51,559.54,437.85,71.68,3,88,1,0,1,0,2,2,64.46,2,63.89,2,6,0,4,2,9,2,1,2,2,2,-9,4,3,1,1,1,2,0,1,0,0,0,2,826
9024,M5078922,0,4,0,0,0,32098.36957,1.84,1.66,1.21,61633,59061,3409.39,156.4,2227.86,958.21,66.92,1,88,0,0,1,0,10,8,38.29,4,38.09,4,6,0,1,4,1,5,1,3,3,2,1,3,1,1,2,5,4,0,0,0,0,0,3,5183
9025,M5079407,0,2,0,0,4380,6079.310345,0.58,0.67,0.82,8749,7906,778.4,101.49,495.42,146.91,34.58,1,1,0,0,0,0,1,1,73.68,1,66.94,2,6,1,3,5,8,2,1,1,2,3,5,6,1,1,3,4,1,0,1,0,0,0,4,1040
9026,M5079412,0,4,0,0,0,54392,1,1,1,56608,54392,2157.9,124.92,1312.52,680.07,40.39,1,1,0,0,1,1,9,10,62.6,2,62.42,2,6,1,1,4,5,5,1,1,2,2,5,2,3,1,4,5,2,1,0,0,0,0,3,2233
9027,M5079424,0,3,0,0,4320,19973.33333,1.2,1.2,1.07,29311,28288,1037.13,157.25,398.35,435.35,46.18,1,1,0,0,1,0,6,5,67.62,2,67.04,2,6,1,3,5,8,2,1,1,2,3,5,3,1,1,1,2,3,0,0,0,0,0,4,818
9028,M5079425,0,4,0,0,4368,19316.66667,0.78,0.87,1,18120,19435,1460.73,125.36,879.87,415.11,40.39,1,1,0,0,1,0,4,5,53.14,3,52.68,3,6,1,3,1,5,3,1,1,3,2,5,4,1,1,1,2,2,0,1,0,0,0,2,384
9029,M5079426,0,4,0,0,15600,20957.14286,1.4,1.4,1.21,46474,44940,1958.86,173.16,1014.39,719.32,51.99,1,1,0,0,1,0,9,6,62.88,2,62.56,2,6,1,1,3,5,5,1,1,3,2,5,3,1,1,1,3,4,0,0,0,0,0,3,2362
9030,M5080708,0,3,0,0,4628,19172.41379,0.58,0.67,0.82,11120,15748,735.96,47.19,449.85,201.42,37.5,3,3,0,0,1,0,3,5,74.2,1,66.01,2,6,1,4,1,4,1,1,1,1,2,5,7,3,1,4,5,1,0,1,0,0,0,2,749
9031,M5080713,0,3,0,0,0,21541,1,1,1,22835,21541,1160.41,127.49,504.64,487.89,40.39,1,1,0,0,1,1,4,6,70.47,1,70.11,1,6,1,1,3,6,5,1,1,1,2,4,2,3,1,4,5,2,0,0,0,0,0,3,2546
9032,M5080716,0,2,0,0,4500,5210,1,1,1,10680,9710,746.11,128.96,289.76,287,40.39,1,1,0,0,1,0,1,1,72.11,1,71.4,1,6,1,4,2,6,1,1,1,1,2,5,2,3,1,4,5,2,1,1,0,0,0,4,1151
9033,M5080723,0,3,0,0,0,17679.31034,0.58,0.67,0.82,10400,10254,880.85,91.31,584.74,170.22,34.58,1,1,0,0,1,1,1,4,65.63,2,59.76,2,6,1,1,3,4,3,1,1,2,1,5,6,3,1,3,4,1,1,1,1,0,1,1,1321
9034,M5080725,1,1,121.1272897,129.6062,4628,13215.30612,0.98,1.07,1.07,12951,17579,1484.59,86.29,746.76,601.46,50.08,3,3,1,0,1,0,3,3,60.88,2,60.37,2,6,1,4,3,4,2,1,1,2,2,5,4,3,1,1,3,3,1,1,0,0,0,2,369
9035,M5083101,0,3,0,0,6060,32382,1,1,1,39439,38442,799.03,153.27,241.94,359.56,44.26,2,2,0,0,0,0,8,8,73.37,1,72.67,1,6,1,2,5,9,1,1,1,1,1,5,1,1,1,3,2,2,0,0,0,0,0,3,918
9036,M5083102,0,3,0,0,17880,100000,1,1,1,100000,100000,1005.02,152.68,268.17,539.91,44.26,2,2,0,0,0,1,10,10,79.51,1,79.13,1,6,1,1,5,1,4,1,1,2,3,5,1,1,1,3,4,2,0,0,0,0,0,3,2677
9037,M5083105,0,4,0,0,5256,13813.33333,1.2,1.2,1.07,22996,21832,1361.58,214.78,510.93,589.69,46.18,1,1,0,0,1,0,4,3,63.48,2,63.01,2,6,1,1,3,5,3,1,1,1,2,1,3,1,1,1,3,3,1,1,1,0,0,3,1923
9038,M5083108,0,2,0,0,7500,12455,1.2,1.2,1.07,23776,22446,1307.55,155.08,618.63,487.66,46.18,1,1,0,0,1,0,5,3,64.07,2,63.6,2,6,1,2,3,7,3,1,1,2,1,5,3,1,1,1,1,3,0,0,0,0,0,3,1071
9039,M5083109,0,2,0,0,6300,10478.20513,0.78,0.87,1,13546,14473,1126.58,135.44,553.87,395.02,42.25,3,1,0,0,1,0,2,2,64.66,2,64.1,2,6,1,2,3,8,2,1,1,2,1,5,4,1,1,1,1,2,0,1,1,0,0,1,1012
9040,M5083111,0,3,0,0,4524,17792.30769,0.78,0.87,1,17429,18402,1034.02,204.18,386.39,399.66,43.79,3,3,0,0,1,0,4,4,67.92,2,67.34,2,6,1,4,1,8,2,1,1,1,1,4,4,1,1,1,2,2,0,1,0,0,0,2,501
9041,M5083113,0,3,0,0,0,67367.24138,0.58,0.67,0.82,39946,39073,804.8,224.59,201.19,323.07,55.95,1,1,0,0,1,0,8,10,74.39,1,73.81,1,6,0,1,5,9,2,1,2,3,2,-9,7,3,1,5,6,1,1,1,0,0,0,3,3508
9042,M5083115,0,4,0,0,4924.347432,42211.46994,0.58,0.67,0.82,30155,29407,2399.66,129.71,1969.62,255.71,44.62,1,88,0,0,1,0,6,9,5.19,5,4.94,5,6,0,2,6,2,2,1,2,3,3,-9,7,3,1,4,5,1,1,1,0,0,0,3,2391
9043,M5083119,0,3,0,0,6720,19100,0.58,0.67,0.82,18671,17798,950.23,149.77,482.48,283.4,34.58,1,1,0,0,1,1,3,5,61.65,2,61.14,2,6,1,2,3,5,2,1,1,1,2,2,7,1,1,4,5,1,0,0,0,0,0,3,937
9044,M5083120,0,3,0,0,0,59682.75862,0.58,0.67,0.82,35613,34616,989.98,137.11,572.08,246.21,34.58,1,1,0,0,1,1,7,10,68.78,1,68.43,2,6,1,1,4,5,5,1,1,1,1,4,7,1,1,4,5,1,1,1,0,0,0,3,4827
